ID,ro,rmy,source,len_ro,len_rmy,ratio
,",,Doamne``, I -a răspuns Petru, ,,dacă eşti Tu, porunceşte-mi să vin la Tine pe ape.``","O Petri dias mui, ""Gazda, te san tu, akhar ma te avav tute po pai.""",uedin,15,15,1.0
,",,Vino!`` i -a zis Isus. Petru s'a coborît din corabie, şi a început să umble pe ape ca să meargă la Isus.","""Aidi,"" phendias. Antunchi o Petri anklisto anda pamphuri ai phirdias po pai karing O Jesus.",uedin,22,15,0.6818181818181818
,"Dar, cînd a văzut că vîntul era tare, s'a temut; şi fiindcă începea să se afunde, a strigat: ,,Doamne, scapă-mă!``","Numa kana thodias sama ke e barval phurdel zurales, darailo, antunchi tasolas ai tsipisardias, ""Gazda, skepisar ma!""",uedin,20,17,0.85
,"Îndată, Isus a întins mîna, l -a apucat, şi i -a zis: ,,Puţin credinciosule, pentruce te-ai îndoit?``","Strazo O Jesus anzardias pesko vas, astardia les ai phendia leske, ""Tu kai si tu xantsi pachamos! Sostar chi pachaian?""",uedin,17,20,1.1764705882352942
,"Şi după ce au intrat în corabie, a stat vîntul.","Kana ankliste ando pamphuri, e barval aterdili.",uedin,10,7,0.7
,"Ceice erau în corabie, au venit de s'au închinat înaintea lui Isus, şi I-au zis: ,,Cu adevărat, Tu eşti Fiul lui Dumnezeu!``","Ai kodola kai sas ando pamphuri luvudisarde ai preznaisarde les phenenas, ""Chaches tu san O Shav le Devlesko!""",uedin,22,18,0.8181818181818182
,"După ce au trecut marea, au venit în ţinutul Ghenezaretului.",Kana aresle inchal ando them sas kai bushol Gennesaret.,uedin,10,9,0.9
,"Oamenii din locul acela, cari cunoşteau pe Isus, au trimes să dea de ştire în toate împrejurimile, şi au adus la El pe toţi bolnavii.","Kana le manush kotsar prinzharde les, trade divano ande sa o them ai le manush andine sa penge naswalen leste.",uedin,25,20,0.8
,"Bolnavii îl rugau să le dea voie numai să se atingă de poala hainei Lui. Şi toţi cîţi s'au atins, s'au vindecat.","Rhugisaile leste te mekel le naswalen, ferdi te azban e tivala leske raxamaki, ai kon godi azbadias leski raxami sastile.",uedin,22,20,0.9090909090909091
,"Atunci nişte Farisei şi nişte cărturari din Ierusalim au venit la Isus, şi I-au zis:","Antunchi uni Gramnoturia ai Farizeanuria avile andai Jerusalem ka Jesus ai phushle les,",uedin,15,13,0.8666666666666667
,",,Pentru ce calcă ucenicii Tăi datina bătrînilor? Căci nu-şi spală mînile cînd mănîncă.``","""Sostar che disipluria chi keren o zakono le phurengo? Won chi xalaven penge vas kana xan!""",uedin,13,16,1.2307692307692308
,"Drept răspuns, El le -a zis: ,,Dar voi de ce călcaţi porunca lui Dumnezeu în folosul datinei voastre?","O Jesus phendia lenge, ""Ai tume sostar phagen o zakono le Devlesko, te keren tumaro zakono?",uedin,18,16,0.8888888888888888
,"Căci Dumnezeu a zis: ,Cinsteşte pe tatăl tău şi pe mama ta;` şi: ,Cine va grăi de rău pe tatăl său sau pe mama sa, să fie pedepsit negreşit cu moartea.`","Ke O Del phendia, Preznaisar che dades ai cha da, ai kodo kai prokletsila peske dades vai peska da trobul mudardo.""",uedin,31,21,0.6774193548387096
,"Dar voi ziceţi: ,Cine va zice tatălui său sau mamei sale: ,Ori cu ce te-aş putea ajuta, l-am închinat lui Dumnezeu,`","Numa tume phenen kon godi phenela peske dadeske vai peska dake, so sai demas tume te zhutiv tume dem ka Del.",uedin,21,21,1.0
,nu mai este ţinut să cinstească pe tatăl său sau pe mama sa. Şi aţi desfiinţat astfel cuvîntul lui Dumnezeu în folosul datinei voastre.,Kado manush nai leske musai te preznail peske dades ai peska da. Kadia tume phagen o zakono le Devlesko te keren tumaro zakono.,uedin,24,23,0.9583333333333334
,"Făţărnicilor, bine a proorocit Isaia despre voi, cînd a zis:","Tume manush kai ankerdion so chi san! O Isaiah, mishto dias profesi pa tumende kana phendia,",uedin,10,16,1.6
,",Norodul acesta se apropie de Mine cu gura şi mă cinsteşte cu buzele, dar inima lui este departe de Mine.","""Kado narodo preznain ma peska mosa, numa lengo ilo dur mandar.",uedin,20,11,0.55
,"De geaba Mă cinstesc ei, învăţînd ca învăţături nişte porunci omeneşti.``","Intaino preznain ma, ke won sicharen manushenge zakonuria sar te avilino le Devleske.""",uedin,11,13,1.1818181818181819
,"Isus a chemat mulţimea la Sine, şi a zis: ,,Ascultaţi, şi înţelegeţi:","Pala kodia akhardias le narodos peste ai phendia lenge, 'Ashunen ai haliaren!",uedin,12,12,1.0
,"Nu ce intră în gură spurcă pe om; ci ce iese din gură, aceea spurcă pe om.``","Nai so thol o manush ando mui kai maril les, numa so anklel anda lesko mui, si so kai maril les.'",uedin,17,21,1.2352941176470589
,"Atunci ucenicii Lui s'au apropiat, şi I-au zis: ,,Ştii că Fariseii au găsit pricină de poticnire în cuvintele, pe cari le-au auzit?``","Antunchi le disipluria avile leste ai phende leske, ""Zhanes ke le Farizeanuria xoliale kana ashunde so phendian?""",uedin,22,17,0.7727272727272727
,"Drept răspuns, El le -a zis: ,,Orice răsad, pe care nu l -a sădit Tatăl Meu cel ceresc, va fi smuls din rădăcină.","O Jesus phendia, ""Che godi patria kai chi thodias te bariol murho Dat kai si ando rhaio, avela ankaladi avri.",uedin,23,20,0.8695652173913043
,"Lăsaţi -i: sînt nişte călăuze oarbe; şi cînd un orb călăuzeşte pe un alt orb, vor cădea amîndoi în groapă.``","Mek le! Ke won si sar korhe kai phiraven avre korhen; kana iek korho ingerel avre korhes, vi le dui si te peren ande hunia.""",uedin,20,25,1.25
,"Petru a luat cuvîntul, şi I -a zis: ,,Desluşeşte-ne pilda aceasta.``","O Petri phendias, ""Sikav ame te haliaras kadala paramichi.""",uedin,11,9,0.8181818181818182
,"Isus a zis: ,,Şi voi tot fără pricepere sînteţi?","O Jesus phendias, ""Chi tu sa chi haliares?""",uedin,9,8,0.8888888888888888
,"Nu înţelegeţi că orice intră în gură merge în pîntece, şi apoi este aruncat afară în hazna?","Chi haliares? Ke so godi thos ando mui, zhan ando ji, ai porme anklel avri.",uedin,17,15,0.8823529411764706
,"Dar, ce iese din gură, vine din inimă, şi aceea spurcă pe om.",Numa so anklel anda mui avel anda ilo; ai kodia si kai kerel andal manush marime angla Del.,uedin,13,18,1.3846153846153846
,"Căci din inimă ies gîndurile rele, uciderile, preacurviile, curviile, furtişagurile, mărturiile mincinoase, hulele.","Ke anda ilo anklen le nasul ginduria, mudarimos, adulteri, kurvisia, chorimos, xoxaimos, pupuiimos, ai te des duma nasul pa Del.",uedin,13,20,1.5384615384615385
,Iată lucrurile cari spurcă pe om; dar a mînca cu mînile nespălate nu spurcă pe om.``,Kodia kerel andal manush marime angla Del. Numa kai xan bi te xalaven peske vas. Nai marime angla Del.,uedin,16,19,1.1875
,"Isus, după ce a plecat de acolo, S'a dus în părţile Tirului şi ale Sidonului.",O Jesus gelotar kotsar ai gelo karing o Tire ai Sidon.,uedin,15,11,0.7333333333333333
,"Şi iată că o femeie cananeancă, a venit din ţinuturile acelea, şi a început să strige către El: ,,Ai milă de mine, Doamne, Fiul lui David! Fiică-mea este muncită rău de un drac.``","Ek zhuvli kai avili anda Canaan delas mui, ""Al tuke mila anda mande! Gazda, Shav le Davidosko. Murhi shei chinuil zurales ke beng ande late.""",uedin,33,25,0.7575757575757576
,"El nu i -a răspuns nici un cuvînt. Şi ucenicii Lui s'au apropiat şi L-au rugat stăruitor: ,,Dă -i drumul, căci strigă după noi.``","O Jesus chi phendia lake khanchi chi iek vorba. Leske disipluria avile leste ai phende leske, ""Phen lake te zhaltar ke tsipil ai lelpe pala amende!""",uedin,24,26,1.0833333333333333
,"Drept răspuns, El a zis: ,,Eu nu sînt trimes decît la oile pierdute ale casei lui Israel.``","O Jesus phendia, ""Tradino sim ferdi kal bakriorhe le xasarde anda kher Israel.""",uedin,17,13,0.7647058823529411
,"Dar ea a venit şi I s'a închinat, zicînd: ,,Doamne, ajută-mi!``","Numa e zhuvli avili ai thodiape ande changende angla leste, ai phendias, ""Gazda, zhutisar ma!""",uedin,11,15,1.3636363636363635
,"Drept răspuns, El i -a zis: ,,Nu este bine să iei pînea copiilor, şi s'o arunci la căţei!``","Wo phendias, ""Nai vorta te les o manrho le glatengo ai te shudes les kal zhukel.""",uedin,18,16,0.8888888888888888
,",,Da, Doamne``, a zis ea, ,,dar şi căţeii mănîncă fărămiturile cari cad de la masa stăpînilor lor.``","Woi phendias leske, ""Chaches, Gazda, numa le zhukel xan le prusuka kai peren katar lenge gazdaski skafidi.""",uedin,17,17,1.0
,"Atunci Isus i -a zis: ,,O, femeie, mare este credinţa Ta; facă-ţi-se cum voieşti.`` Şi fiica ei s'a tămăduit chiar în ceasul acela.","Antunchi O Jesus phendia lake, ""Zhuvlio, cho pachamos baro te kerdiolpe tuke so manges."" Ai strazo lake shei sastili.",uedin,23,19,0.8260869565217391
,"Isus a plecat din locurile acelea, şi a venit lîngă marea Galileii. S'a suit pe munte, şi a şezut jos acolo.","O Jesus gelo pasha e maria, Galilee. Gelo pe iek plaiin ai kote beshlo tele.",uedin,21,15,0.7142857142857143
,"Atunci au venit la El multe noroade, avînd cu ele şchiopi, orbi, muţi, ciungi, şi mulţi alţi bolnavi I-au pus la picioarele Lui, şi El i -a tămăduit;","But narodo avelas leste, andine pesa le bangen, korhen, kashuken, le muto, le dukhade, ai but aver. Thode le ka leske punrhe, ai sastiardia le.",uedin,28,25,0.8928571428571429
,"aşa că noroadele se mirau, cînd au văzut că muţii vorbesc, ciungii se însănătoşează, şchopii umblă şi orbii văd; şi slăveau pe Dumnezeul lui Israel.","Ta o narodo chudisailo kana dikhle ke le kashuke ashunen, le muto dine duma, le naswale sastile, le bange phirenas, le korhe dikhenas, won preznaisarde ai luvudisarde O Del le Israelosko.",uedin,25,31,1.24
,"Isus a chemat pe ucenicii Săi, şi le -a zis: ,,Mi-este milă de gloata aceasta; căci iată că de trei zile aşteaptă lîngă Mine, şi n'au ce mînca. Nu vreau să le dau drumul flămînzi, ca nu cumva să leşine de foame pe drum.``","O Jesus akhardia peske disiplon peste ai phendias, ""Mila mange anda narodo, ke de trin dies mansa le, ai na le so xan. Chi mangav te zhantar bokhale, ke kam zalin po drom.""",uedin,44,33,0.75
,"Ucenicii I-au zis: ,,De unde să luăm în pustia aceasta atîtea pîni ca să săturăm atîta gloată?``","Le disipluria phende leske, ""Kai te las dosta manrho ande kadia pusta te pravaras ka savo baro narodo?""",uedin,17,18,1.0588235294117647
,",,Cîte pîni aveţi?`` i -a întrebat Isus. ,,Şapte``, I-au răspuns ei, ,,şi puţini peştişori``","O Jesus phushlias le, ""Sode manrhe si tume?"" Won phende, ""Efta manrhe ai xantsi tsinorhe mashe.""",uedin,14,16,1.1428571428571428
,Atunci Isus a poruncit norodului să şadă pe pămînt.,Wo phendia le narodoske te beshen tele pe phuv.,uedin,9,9,1.0
,"A luat cele şapte pîni şi peştişorii, şi, dupăce a mulţămit lui Dumnezeu, a frînt, şi a dat ucenicilor, iar ucenicii au împărţit norodului.","Lia le efta manrhe ai le mashe, kana dias naisimos, phaglias le, ai dias le kal disipluria, le disipluria dine le ka narodo.",uedin,24,23,0.9583333333333334
,Au mîncat toţi şi s'au săturat; şi s'au ridicat şapte coşniţe pline cu rămăşiţele de fărămituri.,Savorhe xale ai chailile. Le disipluria chide le kotora kai ashshile efta kozhnitsi pherde sas.,uedin,16,15,0.9375
,"Cei ce mîncaseră erau patru mii de bărbaţi, afară de femei şi de copii.","Kodola kai xale sas shtar mi mursh, ai vi zhuvlia ai glate sas.",uedin,14,13,0.9285714285714286
,"În urmă Isus a dat drumul noroadelor, S'a suit în corabie, şi a trecut în ţinutul Magdalei.","Kana O Jesus tradia le narodos te zhantar, anklisto andek pamphuri, ai gelo ando o foro Magadan.",uedin,17,17,1.0
,"Fariseii şi Saducheii s'au apropiat de Isus, şi, ca să -L ispitească, I-au cerut să le arate un semn din cer.","Le Farizeanuria ai le Saduseanuria avile ka Jesus te zumaven les, ai mangle lestar te sikavel lenge ek semno kai avel anda rhaio.",uedin,21,23,1.0952380952380953
,"Drept răspuns, Isus le -a zis: ,,Cînd se înserează, voi ziceţi: ,Are să fie vreme frumoasă, căci cerul este roş.`","O Jesus phendias lenge, ""Kana perel e riat tume phenen, 'Si te avel shukar vriama ke o cheri lolo.'",uedin,20,19,0.95
,"Şi dimineaţa, ziceţi: ,Astăzi are să fie furtună, căci cerul este roş-posomorît.` Făţarnicilor, faţa cerului ştiţi s'o deosebiţi, şi semnele vremurilor nu le puteţi deosebi?","Ai e diminiatsi, adies si te avel chorho dies, ke o cheri lolo ai tuniariko.' Tume manush kai ankerdion so chi san! Zhanen mishto te prinzharen le semnuria ando cheri; numa chi haliaren le semnuria la vriamake!",uedin,25,37,1.48
,Un neam viclean şi prea curvar cere un semn; nu i se va da alt semn decît semnul proorocului Iona.`` Apoi i -a lăsat şi a plecat.,"Vitsa nasul kai nai chachimasa le Devlesa, roden iek semno, ai semno chi avela dino len, ferdi o semno le profetosko o Jonas."" Antunchi meklia le ai gelotar.",uedin,27,28,1.037037037037037
,"Ucenicii trecuseră de cealaltă parte, şi uitaseră să ia pîni.","Le disipluria aresle pe kaver rig le paieske, numa busterde te len manrho pesa.",uedin,10,14,1.4
,"Isus le -a zis: ,,Luaţi seama şi păziţi-vă de aluatul Fariseilor şi al Saducheilor.``","Antunchi O Jesus phendia lenge, ""Arakhen tume katar e drozhda kai avel katar le Farizeanuria ai le Saduseanuria.""",uedin,14,18,1.2857142857142858
,"Ucenicii se gîndeau în ei, şi ziceau: ,,Ne zice aşa pentrucă n'am luat pîni!``","Le disipluria denaspe duma mashkar pende, ai phenenas, ""Ke chi liam amensa manrho,"" phenel kadia.",uedin,14,15,1.0714285714285714
,"Isus, care cunoştea lucrul acesta, le -a zis: ,,Puţin credincioşilor, pentruce vă gîndiţi că n'aţi luat pîni?","O Jesus zhanglias ai phendias, ""Tume kai si tume xantsi pachamos. Sostar phenen mashkar tumende, chi andian manrho?",uedin,17,18,1.0588235294117647
,"Tot nu înţelegeţi? Şi nici nu vă mai aduceţi aminte de cele cinci pîni pentru cei cinci mii de oameni, şi cîte coşuri aţi ridicat?","Sa chi haliaren, chi seren le panzh manrhe ai le panzh mi zhene, ai sode kozhnitsi ashshile?",uedin,25,17,0.68
,"Nici de cele şapte pîni pentru cei patru mii de oameni, şi cîte coşniţe aţi ridicat?","Vai le efta manrhe ai le shtar mi zhene, ai sode kozhnitsi ashshile?",uedin,16,13,0.8125
,Cum nu înţelegeţi că nu v'am spus de pîni? Ci v'am spus să vă păziţi de aluatul Fariseilor şi al Saducheilor?``,"Sar chi haliaren ke chi dav tumensa duma pa manrho? Numa te arakhen tume katar e drozhda kai avel katar le Farizeanuria ai le Saduseanuria!""",uedin,21,25,1.1904761904761905
,"Atunci au înţeles ei că nu le zisese să se păzească de aluatul pînii, ci de învăţătura Fariseilor şi a Saducheilor.","Antunchi haliarde ke chi phendia lenge te arakhenpe katar e drozhda le manrheske, numa te arakhenpe katar o sicharimos kai sikaven le Farizeanuria ai le Saduseanuria.",uedin,21,26,1.2380952380952381
,"Isus a venit în părţile Cezareii lui Filip, şi a întrebat pe ucenicii Săi: ,,Cine zic oamenii că sînt Eu, Fiul omului?``","Kana O Jesus areslo karing o foro Caesarea Philippi, phushlias katar peske disipluria, ""Kon mothon le manush ke si O Shav le manushesko?""",uedin,22,23,1.0454545454545454
,"Ei au răspuns: ,,Unii zic că eşti Ioan Botezătorul; alţii: Ilie; alţii: Ieremia, sau unul din prooroci.``","Phende leske, ""Uni phenen ke san o Iovano o baptisto, uni o Elijah, ai aver phenen ke san o Jeremiah, vai iek andal profeturia.""",uedin,17,24,1.411764705882353
,",,Dar voi``, le -a zis El, ,,cine ziceţi că sînt?``","Phushlias len, ""Ai tume, kon mothon ke sim.""",uedin,10,8,0.8
,"Simon Petru, drept răspuns, I -a zis: ,,Tu eşti Hristosul, Fiul Dumnezeului celui viu!``","O Simon Petri phendia, ""Tu san O Kristo, O Shav le Devlesko O Del o zhuvindo.""",uedin,14,16,1.1428571428571428
,"Isus a luat din nou cuvîntul, şi i -a zis: ,,Ferice de tine, Simone, fiul lui Iona; fiindcă nu carnea şi sîngele ţi -a descoperit lucrul acesta, ci Tatăl Meu care este în ceruri.","Antunchi O Jesus phendias leske, ""Raduime san, Simon Barjona! Chi avilo tuke kado haliarimos katar o stato ai o rat manushestar, numa katar murho Dat kai si ando rhaio.",uedin,34,29,0.8529411764705882
,"Şi Eu îţi spun: tu eşti Petru (Greceşte: Petros.), şi pe această piatră (Greceşte: petra.) voi zidi Biserica Mea, şi porţile Locuinţei morţilor nu o vor birui.","Ai me phenav tuke: ke tu san o Petri, ai pe kado bax vazdav murhi khangeri, ai le vurotsi le iadoske chi avela le putiera pe late.",uedin,27,27,1.0
,"Îţi voi da cheile Împărăţiei cerurilor, şi orice vei lega pe pămînt, va fi legat în ceruri, şi orice vei deslega pe pămînt, va fi deslegat în ceruri.``","Dava tu le cheie ka e amperetsia le rhaioski: so phandesa pe phuv avela phanglo ando rhaio, ai so phutresa pe phuv avela phuterdo ando rhaio.""",uedin,28,26,0.9285714285714286
,Atunci a poruncit ucenicilor Săi să nu spună nimănui că El este Hristosul.,Antunchi O Jesus dias trad peske disiplon te na phenen kanikaske ke wo si O Kristo.,uedin,13,16,1.2307692307692308
,"De atunci încolo, Isus a început să spună ucenicilor Săi că El trebuie să meargă la Ierusalim, să pătimească mult din partea bătrînilor, din partea preoţilor celor mai de seamă şi din partea cărturarilor; că are să fie omorît, şi că a treia zi are să învieze.","De katar kodia vriama O Jesus sikavelas peske disiplon, ""Ke musai te zhal ande Jerusalem ai but fialuria avela chinuime katar le phure kai poronchin, ai le bare rasha, ai le Gramnoturia. Te mudaren les, ai o trito dies te zhuvindil.""",uedin,47,41,0.8723404255319149
,"Petru L -a luat de oparte, şi a început să -L mustre, zicînd: ,,Să Te ferească Dumnezeu, Doamne! Să nu Ţi se întîmple aşa ceva!``","Antunchi o Petri lia les rigate ai phendias leske, ""Te na del O Del! Gazda, te na kerdiolpe tuke kodia.""",uedin,25,20,0.8
,"Dar Isus S'a întors, şi a zis lui Petru: ,,Înapoia Mea, Satano: tu eşti o piatră de poticnire pentru Mine! Căci gîndurile tale nu sînt gîndurile lui Dumnezeu, ci gînduri de ale oamenilor.``","O Jesus amboldinisailo katar o Petri ai phendias, ""Le tu angla mande, Satano! (o beng). Ande murho drom san, Petri. Ke che ginduria si manusheske, na le Devleske.""",uedin,33,28,0.8484848484848485
,"Atunci Isus a zis ucenicilor Săi: ,,Dacă voieşte cineva să vină după Mine, să se lepede de sine, să-şi ia crucea, şi să Mă urmeze.","Porme O Jesus phendia peske disiplonge, ""Te si vari kon kai mangel te avel pala mande, musai te bustrel pa peste, te lel pesko trushul, ai te avel pala mande.",uedin,25,30,1.2
,"Pentrucă oricine va vrea să-şi scape viaţa, o va pierde; dar oricine îşi va pierde viaţa pentru Mine, o va cîştiga.",Ke o manush kai mangela te garavel pesko traio xasarela les; numa kodo kai dela pesko traio pala mande arakhela traio.,uedin,21,21,1.0
,"Şi ce ar folosi unui om să cîştige toată lumea, dacă şi-ar pierde sufletul? Sau, ce ar da un om în schimb pentru sufletul său?",So lela o manush te nirila sa e lumia ai te xasarela pesko traio duxosko? So sai del o manush te chinel palpale pesko traio duxosko.,uedin,25,26,1.04
,"Căci Fiul omului are să vină în slava Tatălui Său, cu îngerii Săi; şi atunci va răsplăti fiecăruia după faptele lui.","Ke O Shav le Manushesko si te avel ando barimos peske Dadesko ai peske angelonsa, antunchi dela swakones so si lesko pala so kerdias ai sar traiisardias.",uedin,21,27,1.2857142857142858
,Adevărat vă spun că unii din cei ce stau aici nu vor gusta moartea pînă nu vor vedea pe Fiul omului venind în Împărăţia Sa.``,"Chachimasa phenav tumenge, uni anda kadala kai si katse chi merena zhi pon chi dikhena sar O Shav le Manushesko avel ande peske amperetsia.""",uedin,25,24,0.96
,"După şase zile, Isus a luat cu El pe Petru, Iacov şi Ioan, fratele lui, şi i -a dus la o parte pe un munte înalt.","Shov dies pala kodia O Jesus lias pesa o Petri, o Iakov ai lesko phral o Iovano, ningerdias le pek bari plaiing ai ferdi won sas kotse.",uedin,26,27,1.0384615384615385
,"El S'a schimbat la faţă înaintea lor; faţa Lui a strălucit ca soarele, şi hainele I s'au făcut albe ca lumina.","Kotse parhudilo angla lende, lesko mui strefialsa sar o kham, ai leske tsalia parnile sar e vediara.",uedin,21,17,0.8095238095238095
,"Şi iatăcă li s'a arătat Moise şi Ilie, stînd de vorbă cu El.","Strazo avisaile angla lende, o Moses ai o Elijah denas duma le Kristosa.",uedin,13,13,1.0
,"Petru a luat cuvîntul, şi a zis lui Isus: ,,Doamne, este bine să fim aici; dacă vrei, am să fac aici trei colibi: una pentru Tine, una pentru Moise şi una pentru Ilie.``","Antunchi o Petri dias duma ai phendias, ""Jesus, Gazda, mishto ke sam katse! Te mangesa, anzaras trin tseri, iek tuke, iek le Mosesoske, ai iek le Elijahaske.""",uedin,33,27,0.8181818181818182
,"Pe cînd vorbea el încă, iată că i -a acoperit un nor luminos cu umbra lui. Şi din nor s'a auzit un glas, care zicea: ,,Acesta este Fiul Meu prea iubit, în care Îmi găsesc plăcerea Mea: de El să ascultaţi!``","Sar delas duma, iek nuvero kai strefialas avilo ai vuäaradia le, ai anda nuvero iek glaso phendias: ""Kado si murho Shav kai si mange de sa drago, kai plachal ma de sa zurales; ashunen leste!""",uedin,41,35,0.8536585365853658
,"Cînd au auzit, ucenicii au căzut cu feţele la pămînt, şi s'au înspăimîntat foarte tare.","Kana le disipluria ashunde kodo glaso, daraile zurales ai pele tele mosa pe phuv.",uedin,15,14,0.9333333333333333
,"Dar Isus S'a apropiat, S'a atins de ei, şi le -a zis: ,,Sculaţi-vă, nu vă temeţi!``","Numa O Jesus avilo, thodia o vas pe lende, ai phendias, ""Wushten, na daran!""",uedin,16,14,0.875
,"Ei au ridicat ochii, şi n'au văzut pe nimeni, decît pe Isus singur.","Kana vazde penge iakha, chi mai dikhle kanikas, ferdi O Jesus sas.",uedin,13,12,0.9230769230769231
,"Pe cînd se coborau din munte, Isus le -a dat porunca următoare: ,,Să nu spuneţi nimărui de vedenia aceasta, pînă va învia Fiul omului din morţi.``","Sar avenas tele pai plaiing O Jesus dias le trad, ""Na phenen kanikaske so dikhlian zhi kai O Shav le Manushesko zhuvindila andai martia.""",uedin,26,24,0.9230769230769231
,"Ucenicii I-au pus întrebarea următoare: ,,Oare de ce zic cărturarii că întîi trebuie să vină Ilie?``","Leske disipluria phushle les, ""Sostar le Gramnoturia phenen ke o Elijah trobul te avel mai anglal?""",uedin,16,16,1.0
,"Drept răspuns, Isus le -a zis: ,,Este adevărat că trebuie să vină întîi Ilie, şi să aşeze din nou toate lucrurile.","O Jesus phendia lenge, ""Chaches trobul te avel o Elijah te anel palpale swako fielo sar kai sas.",uedin,21,18,0.8571428571428571
,"Dar vă spun că Ilie a şi venit, şi ei nu l-au cunoscut, ci au făcut cu el ce au vrut. Tot aşa are să sufere şi Fiul omului din partea lor.``","Numa phenav tumenge, o Elijah vunzhe avilo, numa le manush chi prinzharde les, ai kerde lesa so godi mangle. Sa kadia O Shav le Manushesko si te avel chinuime lendar.""",uedin,32,30,0.9375
,Ucenicii au înţeles atunci că le vorbise despre Ioan Botezătorul.,Antunchi le disipluria haliarde ke delas lensa duma pa o Iovano o baptisto.,uedin,10,13,1.3
,"Cînd au ajuns la norod, a venit un om, care a căzut în genunchi înaintea lui Isus, şi I -a zis:","Kana aresle karing o narodo, iek manush avilo ka Jesus, thodiape ande changende angla leste,",uedin,21,15,0.7142857142857143
,",,Doamne, ai milă de fiul meu, căci este lunatic, şi pătimeşte rău: de multe ori cade în foc, şi de multe ori cade în apă.","ai phendias, ""Gazda, al tuke mila anda murho shav! Ke beng ande leste, ai chinuil zurales, butivar perel ande iag, ai butivar perel ando pai.",uedin,25,25,1.0
,"L-am adus la ucenicii Tăi, şi n'au putut să -l vindece.``","Ningerdem les ka che disipluria, numa nashti sastiarde les.""",uedin,11,9,0.8181818181818182
,",,O, neam necredincios şi pornit la rău!`` a răspuns Isus. ,,Pînă cînd voi fi cu voi? Pînă cînd vă voi suferi? Aduceţi -l aici la Mine.``","O Jesus dias atweto ai phendias, ""Tume kai nai tume pachamos, ai rimome vitsa, zhi kana trobula te avav tumensa? Zhi kana trobul te rhivdiv tumen? Anen le shavorhes mande!""",uedin,26,30,1.1538461538461537
,"Isus a certat dracul, care a ieşit afară din el. Şi băiatul s'a tămăduit chiar în ceasul acela.","O Jesus gonisardias le benges, ai o beng anklisto avri anda shavorho, ai strazo sasto sas.",uedin,18,16,0.8888888888888888
,"Atunci ucenicii au venit la Isus, şi I-au zis, deoparte: ,,Noi de ce n'am putut să -l scoatem?``","Porme le disipluria avile ka Jesus, line les rigate ai phushle, ""Sostar nashti gonisardiam les ame?""",uedin,18,16,0.8888888888888888
,",,Din pricina puţinei voastre credinţe``, le -a zis Isus. ,,Adevărat vă spun că, dacă aţi avea credinţă cît un grăunte de muştar, aţi zice muntelui acestuia: ,Mută-te de aici colo`, şi s'ar muta; nimic nu v'ar fi cu neputinţă.","O Jesus phendias lenge, ke de sa xantsi pachamos si tume, o chachimos phenav tumenge, te avel tume pachamos kambor e sumuntsa la garchitsaki, phendianas kakala plaiake, ""Le tu katkar ai tho tu kote!"" Ai si te mishkilpe, ai nai khanchi kai nashti kerena.",uedin,39,44,1.1282051282051282
,Dar acest soi de draci nu iese afară decît cu rugăciune şi cu post.``,Numa kodolestar anklel avri ferdi kana rhugis tu ai zhonis.,uedin,14,10,0.7142857142857143
,"Pe cînd stăteau în Galilea, Isus le -a zis: ,,Fiul omului trebuie să fie dat în mînile oamenilor.","Andek dies kai le disipluria sas andek than ande Galilee. O Jesus phendia lenge, ke O Shav le manushesko si te avel dino andel vas le manushengo:",uedin,18,27,1.5
,"Ei Îl vor omorî, dar a treia zi va învia.`` Ucenicii s'au întristat foarte mult.","Ai si te mudaren les; numa o trito dies zhuvindila."" Won nekezhisaile zurales.",uedin,15,13,0.8666666666666667
,"Cînd au ajuns în Capernaum, ceice strîngeau darea pentru Templu (Greceşte: Cele două drahme.) au venit la Petru, şi i-au zis: ,,Învăţătorul vostru nu plăteşte darea?``","Kana O Jesus ai leske disipluria aresle ando Capernaum, le manush kai chiden e taksa, avile ka Petri ai phushle les, ""Tumaro gazda chi pochinel e taksa?""",uedin,26,27,1.0384615384615385
,",,Ba da``, a zis Petru. Şi cînd a intrat în casă, Isus i -a luat înainte, şi i -a zis: ,,Ce crezi, Simone? Împăraţii pămîntului dela cine iau dări sau biruri? Dela fiii lor sau dela străini?``","""Pochinel,"" phendia o Petri, ai kana o Petri avilo ando kher, O Jesus dias duma mai anglal, ai phendias, ""So gindis tu, Simon? Le amparaturia la phuviake, kastar len e taksa le themeski, katar penge shave, vai katar le streia?""",uedin,37,40,1.0810810810810811
,"Petru I -a răspuns: ,,Dela străini.`` Şi Isus i -a zis: ,,Aşa dar fiii sînt scutiţi.","Kana o Petri phendias, ""Katar le streia,"" O Jesus phendias leske, ""Antunchi le shave chi trobul te pochinen.",uedin,16,18,1.125
,"Dar, ca să nu -i facem să păcătuiască, du-te la mare, aruncă undiţa, şi trage afară peştele care va veni întîi; deschide -i gura, şi vei găsi în ea o rublă (Greceşte: Un statir.) pe care ia -o şi dă-le -o lor, pentru Mine şi pentru tine.``","Numa te na rimosaras lenge gindo ai te peren ando bezex, zha ka maria, ai shude vunjitsa ando pai, le o pervo masho kai astaresa, phuter lesko mui, ai kotse arakhesa love, inger lende ai pochin e taksa pa mande ai pa tute.""",uedin,47,43,0.9148936170212766
