ID,Text_ro,Text_rom
Acts_19_10,"Lucrul acesta a ţinut doi ani, aşa că toţi cei ce locuiau în Asia, iudei şi greci, au auzit Cuvântul Domnului.","Vov kerdǎs kadaja buki duj berśa, kadja ke savorre kaj beśenas and‑e provinćia Asia, vi judea haj vi grećǎ, aśunde o Lav le Rajesqo."
Acts_19_11,"Şi Dumnezeu făcea minuni nemaipomenite prin mâinile lui Pavel,","Haj pand‑ol vasta le Pavelosqe, o Del kerelas bare bukǎ sar na maj dikhlesas pen."
Acts_19_12,până acolo că peste cei bolnavi se puneau basmale sau şorţuri care fuseseră atinse de trupul lui şi-i lăsau bolile şi ieşeau din ei duhurile rele.,"Kadja ke, ol manuśa lile khosne vaj śorcurǎ kaj azbajlesas o trupo le Pavelosqo haj thonas len p‑ol nasfale. Haj von sas sastǎrde haj ol nasul duhurǎ inklǒnas andar lenθe. But manuśa andar e ćetatǎ Efes pakǎn and‑o Isus"
Acts_19_13,"Nişte exorcişti iudei, care umblau din loc în loc, au încercat să cheme Numele Domnului Isus peste cei ce aveau duhuri rele, zicând: „Vă jur pe Isus, pe care-L propovăduieşte Pavel, să ieşiţi afară!”","Haj niśte judea kaj phirenas and‑ol gava te ankalaven duhuren nasul andar ol manuśa, zumavde te akharen o Anav le Rajesqo le Isusosqo opral kodola ande savenθe sas kasave duhurǎ: — Porunćiv tumenqe, and‑o Anav le Isusosqo pa savesθe del duma o Pavel savorrenqe, te inklǒn avri!"
Acts_19_14,"Cei ce făceau lucrul acesta erau şapte feciori ai lui Sceva, un preot iudeu din cei mai de seamă.","Kadaja buki kerenas la ol efta ćhave le Sćevasqe, kaj sas jekh baro raśaj judeo."
Acts_19_15,"Duhul cel rău le-a răspuns: „Pe Isus Îl cunosc şi pe Pavel îl ştiu, dar voi cine sunteţi?”","Ama o nasul duho dinǎs len anglal: — Prinʒarav le Isusos, aśundem vi pa o Pavel, ama tume kon sen?"
Acts_19_16,"Şi omul în care era duhul cel rău a sărit asupra lor, i-a biruit pe amândoi şi i-a schingiuit în aşa fel că au fugit goi şi răniţi din casa aceea.","Haj o manuś ande savesθe sas o nasul duho, xutilǎs pe lenθe, peravdǎs len tele haj mardǎs len kadja zorales ke ol efta phrala naśle andar kodova kher nange haj ratarde."
Acts_19_17,"Lucrul acesta a fost cunoscut de toţi iudeii, de toţi grecii care locuiau în Efes, şi i-a apucat frica pe toţi, şi Numele Domnului Isus era proslăvit.",Savorre judea haj savorre grećǎ kaj beśenas and‑o Efes aśunde pa kadaja buki haj savorre daranas. Haj o Anav le Rajesqo le Isusosqo sas aśardo.
Acts_19_18,Mulţi din cei ce crezuseră veneau să mărturisească şi să spună ce făcuseră.,"But andar ol manuśa kaj pakǎnas, avenas ⌞k‑ol phrala ⌟ haj phenenas o ćaćipen pa ol bezexa kaj kerde len."
Acts_19_19,Şi unii din cei ce făcuseră vrăjitorii şi-au adus cărţile şi le-au ars înaintea tuturor; preţul lor s-a socotit la cincizeci de mii de arginţi.,"But andar ol manuśa kaj drabarde, ande penqe lila ⌞kaj sas xramome pa ol drabarimata⌟ haj dine len jag angla savorre manuśa; ginde sode kerenas ol lila haj kerenas kam panʒvardeś mie ruputne love."
Acts_19_20,Cu atâta putere se răspândea şi se întărea Cuvântul Domnului.,Kadja o Lav le Rajesqo ʒalas maj dur zorǎça haj kerdǒlas sa maj zoralo. E revolta le rupunarenqi andar e ćetatǎ Efes
Acts_19_21,"După ce s-au petrecut aceste lucruri, Pavel şi-a pus de gând să se ducă la Ierusalim, trecând prin Macedonia şi Ahaia. „După ce voi merge acolo”, îşi zicea el, „trebuie să văd şi Roma.”","Pala kadala, o Pavel kamlǎs te nakhel andar ol provinćie Maćedonia haj Ahaja haj pala kodoja te ʒal k‑o Jerusalim. Vov phendǎs: — Pala so ʒava kothe, si te ʒav vi k‑e Roma."
Acts_19_22,"A trimis în Macedonia pe două din ajutoarele lui, pe Timotei şi Erast, iar el a mai rămas câtăva vreme în Asia.","Bićhaldǎs angla pesθe and‑e provinćia Maćedonia dujen andar ol manuśa kaj denas les vast, le Timotejos haj le Erastos, haj vov maj aćhilǎs and‑e provinćia Asia maj but gesa."
Acts_19_23,"Pe vremea aceea, s-a făcut o mare tulburare cu privire la Calea Domnului.","Kam ande kodoja vremǎ, kerdǎs pes jekh bari tulburarǎ andar e kauza le dromesqi ⌞le Rajesqo⌟."
Acts_19_24,"Un argintar, numit Dimitrie, făcea temple de argint de-ale Dianei şi aducea lucrătorilor săi nu puţin câştig cu ele.",Jekh rupunari kaj bućholas Dimitri kerelas tikne ruputne temploja la zeicaqe Artemisa haj kadja anelas but love pesqe manuśenqe.
Acts_19_25,"I-a adunat la un loc, împreună cu cei de aceeaşi meserie, şi le-a zis: „Oamenilor, ştiţi că bogăţia noastră atârnă de meseria aceasta","Kadja ke kidinǎs pesqe manuśen haj vi avren kaj kerenas sa kodoja buki, haj phendǎs lenqe: — Manuśalen, ʒanen ke andar amari buki sam barvale."
Acts_19_26,"şi vedeţi şi auziţi că Pavel acesta, nu numai în Efes, dar aproape în toată Asia, a înduplecat şi a abătut mult norod şi zice că zeii făcuţi de mâini nu sunt dumnezei.","Tume dikhen haj aśunen ke o Pavel kadava na numaj and‑o Efes, ama vi ande sǎ e provinćia Asia kovlǎrdǎs haj athardǎs bute manuśen, phenindoj ke ol devela kaj si kerde manuśenθar na‑i devela ćaće."
Acts_19_27,"Primejdia care vine din acest fapt nu este numai că meseria noastră cade în dispreţ, dar şi că templul marii zeiţe Diana este socotit ca o nimica, şi chiar măreţia aceleia care este cinstită în toată Asia şi în toată lumea este nimicită.”","Kadja ke na numaj ke amari buki aśtil te ovel dikhli nasul, ama vi o templo la bare zeicaqo Artemisa aśtil te avel dikhlo sar khanći. Haj sigo avela bisterdi e slava kodolaqi kaj si aśardi ande sǎ e provinćia Asia haj ande sǎ e lumǎ."
Acts_19_28,Cuvintele acestea i-au umplut de mânie şi au început să strige: „Mare este Diana efesenilor!”,Kana aśunde von ⌞sǎ ol bukǎ kadala⌟ xolisajle haj astarde te den muj zorales: — Bari si e zeica Artemisa le efesenenqi!
Acts_19_29,"Toată cetatea s-a tulburat. Au năvălit cu toţii într-un gând în teatru şi au luat cu ei pe macedonenii Gaius şi Aristarh, tovarăşii de călătorie ai lui Pavel.","Sǎ e ćetatǎ tulburisajlǎs. Astarde le Gajusos haj le Aristarhos, kaj sas maćedonenǎ haj phirenas le Paveloça. Haj savorre khethanes gele zorǎça and‑o teatro."
Acts_19_30,"Pavel voia să vină înaintea norodului, dar nu l-au lăsat ucenicii.","O Pavel kamelas te avel angla ol manuśa kidine, ama ol ućenićǎ ći mukhle les."
Acts_19_31,"Chiar şi unii din mai-marii Asiei, care-i erau prieteni, au trimis la el să-l roage să nu se ducă la teatru.","Haj vi varesave andar ol maj bare la provinćiaqe Asia, kaj sas lesqe amala, bićhalde lesθe te rugin les te na ʒal andre and‑o teatro."
Acts_19_32,"Unii strigau una, alţii alta, căci adunarea era în învălmăşeală şi cei mai mulţi nici nu ştiau pentru ce se adunaseră.","Varesave andar ol manuśa ćingardenas vareso, avera aver vareso, ke sas bari tulburarǎ othe, haj but andar lenθe nići na ʒanenas sosqe kidine pen."
Acts_19_33,"Atunci, au scos din norod pe Alexandru, pe care iudeii îl împingeau înainte. Alexandru a făcut semn cu mâna şi voia să se apere înaintea norodului.","Atunći, ankalavde le Aleksandros de maśkar lenθe, saves ol judea spidenas les anglal. O Aleksandru kerdǎs semno andar o vast haj kamelas te phenel lenqe ke ⌞ol judea⌟ na‑i dośale."
Acts_19_34,"Dar când l-au cunoscut că este iudeu, au strigat toţi într-un glas, timp de aproape două ceasuri: „Mare este Diana efesenilor!”","Ama kana prinʒarde les ke si judeo, ćingardine savorre ande jekh glaso, kam duj ćasoja: — Bari si e zeica Artemisa le efesenenqi!"
Acts_19_35,"Totuşi logofătul a potolit norodul şi a zis: „Bărbaţi efeseni, cine este acela care nu ştie că cetatea efesenilor este păzitoarea templului marii Diane şi a chipului ei căzut din cer?","Ama pala duj ćasoja, o sekretaro la ćetatǎqo phendǎs le manuśenqe te na maj aven xolǎme: — Manuśalen efesenǎ, savorre manuśa ʒanen ke amari ćetatǎ pazil o templo la bare zeicaqo Artemisa haj o sfïnto barr kaj pelǎs andar o ćeri!"
Acts_19_36,"Fiindcă nimeni nu poate să tăgăduiască lucrul acesta, trebuie să vă potoliţi şi să nu faceţi nimic cu pornire nechibzuită.",Khonik na daśtil te phenel ke na‑i kadja. Beśen śukar haj te na keren dilimata.
Acts_19_37,"Căci aţi adus aici pe oamenii aceştia, care nu sunt vinovaţi nici de jefuirea templului, nici de hulă împotriva zeiţei noastre.","Tume anden kathe kadale manuśen, save nići na ćorde andar ol temploja, nići na akuśle amare zeica."
Acts_19_38,"Deci, dacă, în adevăr, Dimitrie şi meşterii lui au să se plângă împotriva cuiva, sunt zile de judecată şi sunt dregători; să se pârască unii pe alţii.","Kana o Dimitri haj ol meśterǎ kaj si leça kamen te roven pen varekasθar, si kidimata krisimasqe haj krisinitorǎ; kothe te roven pen jekh avresθar!"
Acts_19_39,"Dar, dacă umblaţi după altceva, se va hotărî într-o adunare legiuită.","Kana tume maj kamen vareso, o legalo kidipen la ćetatǎqo daśtil te phenel so si te kerel pes."
Acts_19_40,"Noi, de fapt, suntem în primejdie să fim învinuiţi de răscoală pentru cele întâmplate astăzi, căci n-avem niciun temei ca să putem îndreptăţi zarva aceasta.”","⌞Ama akana⌟ daśtil pes te avas dośarde ke sas kathe jekh revolta ages, vaś ke na daśtias te phenas sosqe kerdǎm kadaja larma."
Acts_19_41,"După aceste cuvinte, a dat drumul adunării.","Haj phenindoj kadala, phendǎs le manuśenqe kaj sas kidine te ʒan penqe."
Acts_20_1,"Când a încetat zarva, Pavel a chemat pe ucenici şi, după ce le-a dat sfaturi, şi-a luat ziua bună de la ei şi a plecat în Macedonia.","Pala so na maj sas zarva, o Pavel dinǎs muj le ućenićen haj, pala so zorǎrdǎs len, mukhlǎs len la paćǎça, inklistǎs ⌞andar e ćetatǎ⌟ haj telǎrdǎs and‑e Maćedonia."
Acts_20_2,"A străbătut ţinutul acesta şi a dat ucenicilor o mulţime de sfaturi. Apoi a venit în Grecia,","Nakhindoj othar, zorǎrelas bute siklǎrimatença ⌞le pakǎvnen⌟ haj pala kodoja gelo and‑e Grećia,"
Acts_20_3,"unde a rămas trei luni. Era gata să plece cu corabia în Siria, dar iudeii i-au întins curse. Atunci s-a hotărât să se întoarcă prin Macedonia.","kaj aćhilǎs trin ćhona. Kamelas te ʒal p‑o baro pani k‑e Siria, ama niśte kerde planurǎ kontra lesqi, haj kadja vov phendǎs pesqe te nakhel andar e Maćedonia pe pesqo drom palpale k‑o Jerusalim."
Acts_20_4,"Avea ca tovarăşi până în Asia pe: Sopater din Bereea, fiul lui Pir, Aristarh şi Secund din Tesalonic, Gaius din Derbe, Timotei, precum şi Tihic şi Trofim, care erau din Asia.","Gele leça o Sopater, o ćhavo le Pirosqo andar e ćetatǎ Berea, Aristarh haj Sekund andar e ćetatǎ Tesalonik, o Gajus andar e ćetatǎ Derbǎ, o Timotej haj o Tihik haj vi o Trofim andar e provinćia Asia."
Acts_20_5,Aceştia au luat-o înainte şi ne-au aşteptat la Troa.,Kadala gele maj anglal haj aźukerde amen and‑e ćetatǎ Troa.
Acts_20_6,"Iar noi, după zilele Praznicului Azimilor, am plecat cu corabia din Filipi şi, în cinci zile, am ajuns la ei în Troa, unde am stat şapte zile.","Pala ol Bare Gesa le Azimenqe, telǎrdǎm vi ame la korabiaça andar e ćetatǎ Filipi, haj pala panʒ gesa areslǎm lenθe, and‑e Troa, kaj aćhilǎm efta gesa. O Pavel k‑e ćetatǎ Troa. O ʒivdǎripen le Eutihesqo"
Acts_20_7,"În ziua dintâi a săptămânii, eram adunaţi laolaltă ca să frângem pâinea. Pavel, care trebuia să plece a doua zi, vorbea ucenicilor şi şi-a lungit vorbirea până la miezul nopţii.","And‑o jekhto ges le kurkesqo, kana samas kidine te phagas o manro, o Pavel astardǎs te del duma haj, anda kodoja ke kamelas te telǎrel o dujto ges, dinǎs duma maj but, ʒi k‑o maśkar la ratǎqo."
Acts_20_8,"În odaia de sus, unde eram adunaţi, erau multe lumini.","And‑e kamera de opral kaj samas ame kidine, sas but lampe."
Acts_20_9,"Şi un tânăr, numit Eutih, care şedea pe fereastră, a adormit de-a binelea în timpul lungii vorbiri a lui Pavel; biruit de somn, a căzut din catul al treilea şi a fost ridicat mort.","Jekhe ternes kaj bućholas Eutih, kaj beśelas p‑o toko la felǎstraqo, lilǎs les e lindri zorales kana delas duma o Pavel. Vaś ke sutosas, pelǎs katar o dujto etaźo haj vazdine les mulo."
Acts_20_10,"Dar Pavel s-a coborât, s-a repezit spre el, l-a luat în braţe şi a zis: „Nu vă tulburaţi, căci sufletul lui este în el.”","Ama o Pavel dinǎs pes tele, mukhlǎs pes tele karing lesθe haj, liindoj les and‑e angali, phendǎs: — Te na traśan, anda kodoja ke lesqo gi si ande lesθe, ⌞vov ʒivel!⌟"
Acts_20_11,"După ce s-a suit iarăşi, a frânt pâinea, a cinat şi a mai vorbit multă vreme până la ziuă. Apoi a plecat.","Pala so o Pavel gelǎs palpale opre, phaglǎs o manro, xalǎs haj dinǎs duma maj but, ʒi derano haj pala kodoja, telǎrdǎs."
Acts_20_12,"Flăcăul a fost adus viu, şi lucrul acesta a fost pricina unei mari mângâieri.","O ćhavo sas andino ʒivdo, haj von sas but lośale. O Pavel k‑e ćetatǎ Milet vakerel le phurenqe andar e ćetatǎ Efes"
Acts_20_13,"Noi am venit înaintea lui Pavel la corabie şi am plecat cu corabia la Asos, unde ne învoiserăm să ne întâlnim din nou, pentru că el trebuia să facă drumul pe jos.","Ame gelǎm k‑e korabia haj telǎrdǎm k‑e ćetatǎ Asos. Ama bi le Pavelosqo, anda kodoja ke vov kamlǎs te ʒal ⌞ʒi k‑o Asos⌟ p‑e phuv. Haj ame sas te las les kothar."
Acts_20_14,"Când s-a întâlnit cu noi în Asos, l-am luat în corabie şi ne-am dus la Mitilene.","Kana arakhlǎm amen leça and‑o Asos, lilǎm les haj gelǎm maj dur p‑o pani, k‑e ćetatǎ Mitilena."
Acts_20_15,"De aici am mers pe mare şi a doua zi am ajuns în faţa insulei Chios. În ziua următoare, de abia am atins Samos, ne-am oprit în Troghilion şi a doua zi am venit la Milet.","And‑o dujto ges, areslǎm paś‑e ⌞insula⌟ Kios. O ges kaj avilo nakhlǎm paś‑e insula Samos haj, ⌞⌞pala so aćhilǎm p‑o than and‑o porto Trogilion⌟⌟, areslǎm and‑o dujto ges k‑e ćetatǎ Milet."
Acts_20_16,"Pavel se hotărâse să treacă pe lângă Efes, fără să se oprească aici, ca să nu piardă vremea în Asia, căci se grăbea ca, dacă-i va fi cu putinţă, să fie în Ierusalim de Ziua Cincizecimii.","⌞Gelǎm and‑o Milet⌟ vaś ke o Pavel kamelas te nakhel paśa e ćetatǎ Efes, te na beśel but and‑e provinćia Asia. Vov sigǎrelas pes te aresel and‑o Jerusalim k‑ol Rusalie, te daśtilas pes."
Acts_20_17,"Însă din Milet, Pavel a trimis la Efes şi a chemat pe prezbiterii Bisericii.","Andar o Milet, o Pavel bićhaldǎs manuśen k‑o Efes haj akhardǎs le phuren la khangerǎqe."
Acts_20_18,"Când au venit la el, le-a zis:„Ştiţi cum m-am purtat cu voi în toată vremea, din ziua dintâi în care am pus piciorul pe pământul Asiei.","Kana aresle lesθe, phendǎs lenqe: — Ʒanen so keravas savorri vremǎ kana semas tumença, d‑and‑o jekhto ges kana thodem mirro punro and‑e provinćia Asia."
Acts_20_19,"Am slujit Domnului cu toată smerenia, cu multe lacrimi şi în mijlocul încercărilor pe care mi le ridicau uneltirile iudeilor.","Ʒanen sar sluźisardem le Rajesqe bi te dav man barikano, pherdo asvinǎ haj pharimata kana ol judea kamenas te keren manqe nasulimata."
Acts_20_20,Ştiţi că n-am ascuns nimic din ce vă era de folos şi nu m-am temut să vă propovăduiesc şi să vă învăţ înaintea norodului şi în case,"Ʒanen sar na garavdem tumenθar khanći andar so sas laćho tumenqe, ama phendem tumenqe haj siklǎrdem tumen, vi angla ol manuśa, vi and‑ol khera."
Acts_20_21,şi să vestesc iudeilor şi grecilor pocăinţa faţă de Dumnezeu şi credinţa în Domnul nostru Isus Hristos.,"Phendem le judeenqe haj le grećenqe te bolden pen k‑o Del haj te pakǎn ande amaro Raj, o Isus ⌞⌞Hristos⌟⌟."
Acts_20_22,"Şi acum, iată că, împins de duhul, mă duc la Ierusalim, fără să ştiu ce mi se va întâmpla acolo.","Haj akana, dikh ke o Duho tradel man zorǎça te ʒav k‑o Jerusalim bi te ʒanav so ovela mança kothe."
Acts_20_23,Numai Duhul Sfânt mă înştiinţează din cetate în cetate că mă aşteaptă lanţuri şi necazuri.,Numaj ke ande fiesavi ćetatǎ o Somnal Duho phenel manqe ke aźukeren man źanźira haj pharimata.
Acts_20_24,"Dar eu nu ţin numaidecât la viaţa mea, ca şi cum mi-ar fi scumpă, ci vreau numai să-mi sfârşesc cu bucurie calea şi slujba pe care am primit-o de la Domnul Isus, ca să vestesc Evanghelia harului lui Dumnezeu.","Ama man na dukhal man te ʒivav vaj na, haj kamav te ⌞⌞lośalimaça⌟⌟ o phiripen haj e sluźirǎ kaj primisardem len katar o Raj o Isus — te phenav maj dur pa e Laćhi Vestǎ pa o haro le Devlesqo."
Acts_20_25,"Şi acum, ştiu că nu-mi veţi mai vedea faţa, voi toţi aceia în mijlocul cărora am umblat propovăduind Împărăţia lui Dumnezeu.","Haj dikh, akana, ʒanav ke tume, savorre kaj phirdem maśkar tumenθe, phenindoj pala o ⌞⌞le Devlesqo⌟⌟, na maj dikhena mirro muj."
Acts_20_26,De aceea vă mărturisesc astăzi că sunt curat de sângele tuturor.,"Anda kodoja phenav tumenqe o ćaćipen, khanikasqo rat na‑i pe manθe,"
Acts_20_27,Căci nu m-am ferit să vă vestesc tot planul lui Dumnezeu.,anda kodoja ke na garavdem man haj phendem tumenqe sǎ pa so kamel o Del te kerel.
Acts_20_28,"Luaţi seama dar la voi înşivă şi la toată turma peste care v-a pus Duhul Sfânt episcopi, ca să păstoriţi Biserica Domnului, pe care a câştigat-o cu însuşi sângele Său.","Dikhen tumenθar haj savorre bakrǎnθar. Ke o Somnal Duho thodǎs tumen episkopǎ opral lenθe, kaś te oven pastorǎ and‑e khangeri le Devlesqi, kaj kindǎs la Pesqe rateça."
Acts_20_29,"Ştiu bine că, după plecarea mea, se vor vârî între voi lupi răpitori, care nu vor cruţa turma,","Ʒanav ke pala so me telǎrava, avena maśkar tumenθe bokhale ruva kaj kamena te mudaren le bakrǎn."
Acts_20_30,"şi se vor scula din mijlocul vostru oameni care vor învăţa lucruri stricăcioase, ca să tragă pe ucenici de partea lor.","Haj vazdena pen vi andar tumenθe murśa kaj siklǎrena banges, te cirden le ućenićen pala penθe."
Acts_20_31,"De aceea vegheaţi şi aduceţi-vă aminte că, timp de trei ani, zi şi noapte, n-am încetat să sfătuiesc cu lacrimi pe fiecare din voi.","Anda kodoja, tume si te dikhen miśto haj te anen tumenqe gogi ke, trin berśa, gese haj rǎte, sa phendem tumenqe asvinença, fiesavesqe andar tumenθe, sar te keren!"
Acts_20_32,"Şi acum, fraţilor, vă încredinţez în mâna lui Dumnezeu şi a Cuvântului harului Său, care vă poate zidi sufleteşte şi vă poate da moştenirea împreună cu toţi cei sfinţiţi.","Haj akana, ⌞⌞phralalen⌟⌟, mukhav tumen le Devleça haj o Lav pa Lesqo haro te dikhel tumenθar! O Lav le Devlesqo daśtil te zorǎrel tumen haj te del tumen e mośtenirǎ sa kadja sar del la savorrenqe kaj si sfincime."
Acts_20_33,"N-am râvnit nici la argintul, nici la aurul, nici la hainele cuiva.","Na kamlem nići o rup, nići o somnakaj, nići o xurǎvipen varekasqo."
Acts_20_34,Singuri ştiţi că mâinile acestea au lucrat pentru trebuinţele mele şi ale celor ce erau cu mine.,Tume ʒanen ke kadala vasta kerde buki vaś manqe haj vaś kodola kaj sas mança.
Acts_20_35,"În toate privinţele v-am dat o pildă şi v-am arătat că, lucrând astfel, trebuie să ajutaţi pe cei slabi şi să vă aduceţi aminte de cuvintele Domnului Isus, care Însuşi a zis: ‘Este mai ferice să dai decât să primeşti.’”","Pande savorre kadala bukǎ, sikavdem tumenqe ke, kerindoj buki kadja, si te den vast kodolen kaj na‑i len zor vaj kaj si nasfale. Anen tumenqe gogi so phendǎs o Raj o Isus: «San maj lośalo kana des desar kana primis.»"
Acts_20_36,"După ce a vorbit astfel, a îngenuncheat şi s-a rugat împreună cu ei toţi.","Pala so phendǎs kadja, thodǎs pes ande khethanes lença savorrença haj rugisarde pen."
Acts_20_37,"Şi au izbucnit cu toţii în lacrimi, au căzut pe grumazul lui Pavel şi l-au sărutat.","Savorre astarde te roven, line and‑e angali le Pavelos haj ćumidine les."
Acts_20_38,"Căci erau întristaţi mai ales de vorba pe care le-o spusese el, că nu-i vor mai vedea faţa. Şi l-au petrecut până la corabie.",So dukhalas len maj but sas so phendǎsas lenqe vov: ke na maj dikhena lesqo muj. Haj gele leça ʒi k‑e korabia.
Acts_21_1,"După ce ne-am smuls din braţele lor, am plecat pe apă şi ne-am dus drept la Cos, a doua zi la Rodos şi de-acolo la Patara.","Pala so dinǎm amenqe ges laćho, gelǎm and‑e korabia haj telǎrdǎm vorta karing e insula Kos, o dujto ges k‑e insula Rodos, haj othar k‑e ćetatǎ Patara."
Acts_21_2,"Am găsit o corabie care avea să treacă în Fenicia, ne-am suit în ea şi am plecat.","Arakhlǎm jekh korabia kaj trebalas te nakhel o baro pani karing e reʒiunǎ Fenićia, gelǎm opre ande laθe haj telǎrdǎm."
Acts_21_3,"Am trecut prin faţa insulei Cipru, am lăsat-o la stânga şi ne-am urmat drumul spre Siria, apoi ne-am dat jos în Tir, unde avea să se descarce corabia.","Dikhlǎm dural e insula Ćipro, mukhlǎm la and‑e bangi rig haj gelǎm karing e provinćia Siria, haj dinǎm amen tele and‑e ćetatǎ Tir, ke othe trebalas te avel dini tele e marfa andar e korabia."
Acts_21_4,"Acolo am găsit pe ucenici şi am rămas şapte zile. Ucenicii, prin Duhul, ziceau lui Pavel să nu se suie la Ierusalim.","Arakhlǎm le ućenićen haj aćhilǎm othe efta gesa. Von phenenas le Pavelosqe, pand‑o Somnal Duho, te na ʒal opre k‑o Jerusalim,"
Acts_21_5,"Dar când s-au împlinit zilele, am plecat şi ne-am văzut de drum; şi ne-au petrecut toţi, cu nevestele şi copiii, până afară din cetate. Am îngenuncheat pe mal şi ne-am rugat.","ama, kana avilǎs e vremǎ te telǎras, gelǎm amenqe maj dur. Ol ućenićǎ gele amença savorre, le ʒuvlǎnça haj le ćhavorrença, ʒi avri andar e ćetatǎ. Thodǎm amen ande koćenθe p‑o malo haj rugisardǎm amen,"
Acts_21_6,"Apoi ne-am luat ziua bună unii de la alţii şi noi ne-am suit în corabie, iar ei s-au întors acasă.",haj pala kodoja dinǎm amenqe ges laćho. Ame gelǎm and‑e korabia haj von boldine pen ke penqe khera. O Pavel ʒal k‑e ćetatǎ Ćezarea. O prooroko Agab
Acts_21_7,"După ce ne-am isprăvit călătoria pe mare, din Tir am plecat la Ptolemaida, unde am urat de bine fraţilor şi am stat la ei o zi.",Telǎrdǎm andar e ćetatǎ Tir haj areslǎm k‑e ćetatǎ Ptolemaida. Baxtǎrdǎm paćǎça le phralen haj le phenǎn othar haj beślǎm lenθe jekh ges.
Acts_21_8,"A doua zi, am plecat şi am ajuns la Cezareea. Am intrat în casa lui Filip evanghelistul, care era unul din cei şapte, şi am găzduit la el.","O dujto ges telǎrdǎm haj areslǎm k‑e ćetatǎ Ćezarea. Gelǎm and‑o kher le Filiposqo, o evangelisto, jekh andar ol efta ⌞kaj denas vast le apostolen⌟ , haj aćhilǎm lesθe."
Acts_21_9,"El avea patru fete fecioare, care proroceau.",Les sas les śtar ćhaja bare kaj prooroćinas.
Acts_21_10,"Fiindcă stăteam de mai multe zile acolo, un proroc numit Agab s-a coborât din Iudeea","Samas maj bute gesenθar othe, kana avilǎs andar e Judea jekh prooroko kaj bućholas Agab."
Acts_21_11,"şi a venit la noi. A luat brâul lui Pavel, şi-a legat picioarele şi mâinile şi a zis: „Iată ce zice Duhul Sfânt: ‘Aşa vor lega iudeii în Ierusalim pe omul acela al cui este brâul acesta şi-l vor da în mâinile neamurilor.’”","Vov avilǎs amenθe, lilǎs e poxtanesqi kuśtik le Pavelosqi, phandlǎs pesqe punre haj pesqe vasta laça haj phendǎs: — Dikh so phenel o Somnal Duho: «Ol judea and‑o Jerusalim phandena kadja le murśes savesqi si kadaja kuśtik. Haj dena les and‑ol vasta le nejudeenqe.»"
Acts_21_12,"Când am auzit lucrul acesta, atât noi, cât şi cei de acolo am rugat pe Pavel să nu se suie la Ierusalim.","Kana aśundǎm kadala dume, vi ame haj vi ol manuśa othar rugisardǎm but le Pavelos te na ʒal k‑o Jerusalim."
Acts_21_13,"Atunci Pavel a răspuns: „Ce faceţi de plângeţi aşa şi-mi rupeţi inima? Eu sunt gata nu numai să fiu legat, dar chiar să şi mor în Ierusalim pentru Numele Domnului Isus.”","Atunći o Pavel dinǎs amenqe anglal: — So keren? Sosqe roven haj dukhaven mirro ilo? Me sem gata na numaj te ovav phanglo, ama vi te merav and‑o Jerusalim vaś o Anav le Rajesqo Isus!"
Acts_21_14,"Dacă am văzut că nu-l putem îndupleca, n-am mai stăruit şi am zis: „Facă-se voia Domnului!”","Vov na mukhelas pes, kadja ke na maj rugisardǎm les haj phendǎm: — Te kerel pes so kamel o Raj!"
Acts_21_15,"După zilele acelea, ne-am pregătit de plecare şi ne-am suit la Ierusalim.","Pala kodola gesa, laćhardǎm amen haj gelǎm k‑o Jerusalim."
Acts_21_16,"Câţiva ucenici din Cezareea au venit şi ei cu noi şi ne-au dus la unul numit Mnason, din Cipru, vechi ucenic, la care aveam să găzduim.","Niśte ućenićǎ andar e ćetatǎ Ćezarea avile amença haj ingerde amen te beśas jekhe manuśesθe kaj bućholas Mnason, andar e insula Ćipro, jekh purano ućeniko. O Pavel k‑o Jerusalim"
Acts_21_17,"Când am ajuns la Ierusalim, fraţii ne-au primit cu bucurie.","Kana areslǎm k‑o Jerusalim, ol phrala haj ol phenǎ primisarde amen lośalimaça."
Acts_21_18,"A doua zi, Pavel a mers cu noi la Iacov şi toţi prezbiterii s-au adunat acolo.","O dujto ges, o Pavel gelo amença k‑o Jakov haj savorre phure la khangerǎqe gele vi von kothe."
Acts_21_19,"După ce le-a dat ziua bună, le-a istorisit cu de-amănuntul ce făcuse Dumnezeu în mijlocul neamurilor prin slujba lui.","Pala so dinǎs len ges laćho, phendǎs lenqe sǎ so kerdǎsas o Del maśkar ol nejudea pande lesqi sluźirǎ."
Acts_21_20,"Când l-au auzit, au proslăvit pe Dumnezeu. Apoi, i-au zis: „Vezi, frate, câte mii de iudei au crezut şi toţi sunt plini de râvnă pentru Lege.","Kana aśunde von kadala, dine slava le Devles, haj pala kodoja phende le Pavelosqe: — Dikh, phrala, sode mie judea pakǎjle haj sǎ kamen savorre ileça te inkerel pes e Leʒǎ le Mojsǎsqi!"
Acts_21_21,"Dar ei au auzit despre tine că înveţi pe toţi iudeii care trăiesc printre neamuri să se lepede de Moise, că le zici să nu-şi taie copiii împrejur şi să nu trăiască potrivit cu obiceiurile.","Kadala aśunde pa tuθe ke siklǎres savorre judeen kaj beśen maśkar okolaver poporǎ, te na maj keren pala e Leʒǎ le Mojsǎsqi. Haj ke phenes lenqe te na ćhinen telal penqe ćhavorren haj te na maj inkeren ol obićeja."
